KBN,parent_id,marriage_number,relationship_number,adopted,adopted_day
429211,42921,1,1,Yes,181998
42922,4292,1,1,,
429221,42922,1,1,,
429222,42922,1,1,,
429223,42922,1,1,,
42923,4292,1,1,,
429231,42923,1,1,,
4293,429,1,1,,
42931,4293,1,1,,
429311,42931,1,1,,
42932,4293,1,1,,
429321,42932,1,1,,
42933,4293,1,1,,
4294,429,1,1,,
42941,4294,1,1,,
429411,42941,1,1,,
429412,42941,1,1,,
42942,4294,1,1,,
429421,42942,1,1,,
429422,42942,1,1,,
42943,4294,1,1,,
429431,42943,1,1,,
429432,42943,1,1,,
429433,42943,1,1,,
42944,4294,1,1,,
42A,42,2,2,,
43,4,1,1,,
431,43,1,1,,
432,43,1,1,,
4321,432,1,1,,
4322,432,1,1,,
43221,4322,1,1,,
432211,43221,1,1,,
4322111,432211,1,1,,0
4322112,432211,1,1,,0
432212,43221,1,1,,
4322121,432212,1,1,,
4322122,432212,1,1,,
4322123,432212,1,1,,
432213,43221,1,1,,
4322131,432213,1,1,,
43222,4322,1,1,,
432221,43222,1,1,,
4322211,432221,1,1,,
4322212,432221,2,2,,
432222,43222,1,1,,
4322221,432222,1,1,,
4322222,432222,1,1,,
43223,4322,1,1,,
432231,43223,2,2,,
4322311,432231,1,1,,
43223111,4322311,1,1,,
4322312,432231,1,1,,
4322313,432231,1,1,,
432232,43223,2,2,,
4322321,432232,1,1,,
4322322,432232,1,1,,192004
4323,432,1,1,,
43231,4323,1,1,,
432311,43231,1,1,,
432312,43231,1,1,,
43232,4323,1,1,,
432321,43232,1,1,,
432322,43232,1,1,,
43233,4323,1,1,,
432331,43233,1,1,,
4323311,432331,1,1,,
4323312,432331,1,1,,
432332,43233,1,1,,
4323321,432332,1,1,,
4323322,432332,1,1,,
4324,432,1,1,,
4325,432,1,1,,
43251,4325,1,1,,
432511,43251,1,1,,
43252,4325,1,1,,
432521,43252,1,1,,
4326,432,1,1,,
43261,4326,1,1,,
432611,43261,1,1,,
4327,432,1,1,,
43271,4327,1,1,,
432711,43271,1,1,,
432712,43271,1,1,,
432713,43271,1,1,,
43272,4327,1,1,,
4328,432,1,1,,
43281,4328,1,1,,
43282,4328,1,1,,
432821,43282,1,1,,
43283,4328,1,1,,
432831,43283,1,1,,
432832,43283,1,1,,
432833,43283,1,1,,
43284,4328,1,1,,
432841,43284,0,1,,2
432842,43284,1,2,,
433,43,1,1,,
4331,433,1,1,,
43311,4331,1,1,,
433111,43311,1,1,,
4331111,433111,1,1,,
4331112,433111,1,1,,
4331113,433111,1,1,,
4331114,433111,1,1,,
4331115,433111,1,1,,
4331116,433111,1,1,,
43312,4331,1,1,,
433121,43312,1,1,,
4331211,433121,1,1,,
4331212,433121,1,1,,
433122,43312,1,1,,
434,43,1,1,,
4341,434,1,1,,
4342,434,1,1,,
4343,434,1,1,,
43431,4343,1,1,,
434311,43431,1,1,,
4343111,434311,1,1,,
434312,43431,1,1,,
4343121,434312,1,1,,
43432,4343,1,1,,
434321,43432,1,1,,
43433,4343,1,1,,
434331,43433,1,1,,
434332,43433,1,1,,
43434,4343,1,1,,
434341,43434,1,1,,
435,43,1,1,,
4351,435,1,1,,
4352,435,1,1,,
436,43,1,1,,
437,43,2,2,,
438,43,2,2,,
4381,438,1,1,,
43811,4381,1,1,,
438111,43811,1,1,,
43812,4381,1,1,,
4382,438,1,1,,
43821,4382,1,1,,
438212,43821,3,3,,
438213,43821,3,3,,
43822,4382,1,1,,
438221,43822,1,1,,
438222,43822,1,1,,
439,43,2,2,,
43A,43,2,2,,
43B,43,2,2,,
43B1,43B,1,1,,
43B11,43B1,1,1,,
43B111,43B11,1,1,,
43B12,43B1,1,1,,
43B121,43B12,1,1,,
43B122,43B12,1,1,,
43B123,43B12,1,1,,
43B2,43B,1,1,,
43B21,43B2,1,1,,
43B22,43B2,1,1,,
43B23,43B2,1,1,,
43B231,43B23,1,1,,
43B232,43B23,1,1,,
43B3,43B,1,1,,
43B31,43B3,1,1,,
43B311,43B31,1,1,,
43B312,43B31,1,1,,
43B32,43B3,1,1,,
43C,43,2,2,,
43C1,43C,1,1,,
43C11,43C1,1,1,,
43C111,43C11,2,2,,
43C12,43C1,1,1,,
44,4,1,1,,
441,44,1,1,,
4411,441,1,1,,
44111,4411,2,2,,
441111,44111,1,1,,
44112,4411,2,2,,
44113,4411,2,2,,
4412,441,1,1,,
44121,4412,1,1,,
441211,44121,1,1,,
44122,4412,1,1,,
44123,4412,1,1,,
441231,44123,1,1,,
441232,44123,1,1,,
4413,441,1,1,,
44131,4413,1,1,,
441311,44131,1,1,,
441312,44131,2,2,,
44132,4413,1,1,,
441321,44132,1,1,,
441322,44132,1,1,,
441323,44132,1,1,,
44133,4413,1,1,,
44134,4413,1,1,,
442,44,1,1,,
443,44,1,1,,
444,44,1,1,,
445,44,1,1,,
4451,445,1,1,,
44511,4451,1,1,Yes,1968
44512,4451,1,1,Yes,1968
44513,4451,1,1,Yes,1968
445131,44513,1,1,,
445132,44513,1,1,,
4451321,445132,1,1,,
4451322,445132,1,1,,
445133,44513,2,1,,
44514,4451,1,1,Yes,1968
4452,445,1,1,,
44521,4452,1,1,,
445211,44521,1,1,,
445212,44521,1,1,,
4452121,445212,1,1,,
4453,445,1,1,,
44531,4453,1,1,,
445311,44531,1,1,,
445312,44531,1,1,,
44532,4453,1,1,,
445321,44532,1,1,,
445322,44532,1,1,,
446,44,1,1,,
45,4,1,1,,
46,4,1,1,,
47,4,1,1,,
471,47,1,1,,
4711,471,1,1,,
47111,4711,1,1,,
471111,47111,1,1,,
471112,47111,1,1,,
471113,47111,2,2,,
471114,47111,2,2,,
47112,4711,1,1,,
471121,47112,1,1,,
4711211,471121,1,1,,
471122,47112,1,1,,
471123,47112,2,2,,
471124,47112,2,2,,
471125,47112,2,2,,
47113,4711,1,1,,
471131,47113,1,1,,
471132,47113,1,1,,
471133,47113,1,1,,
471134,47113,1,1,,
471135,47113,1,1,,
471136,47113,1,1,,
471137,47113,1,1,,
47114,4711,1,1,,
471141,47114,1,1,Yes,261996
471142,47114,1,1,,
4712,471,1,1,,
47121,4712,1,1,,
471211,47121,1,1,,0
471212,47121,1,1,,0
4712121,471212,1,1,,
4712122,471212,1,1,,
471213,47121,1,1,,0
471214,47121,2,2,,
471215,47121,2,2,,
47122,4712,1,1,,
47123,4712,1,1,,
471231,47123,1,1,,
471232,47123,1,1,,
472,47,1,1,,
4721,472,1,1,,
47211,4721,1,1,,
472111,47211,1,1,,
472112,47211,1,1,,
4721121,472112,1,1,,
4721122,472112,1,1,,
47212,4721,1,1,,
47213,4721,1,1,,
472131,47213,1,1,,
4721311,472131,1,1,,
472132,47213,1,1,,
4721321,472132,1,1,,
4721322,472132,1,1,,
4722,472,1,1,,
47221,4722,1,1,,
472211,47221,1,1,,
472212,47221,1,1,,
47222,4722,1,1,,
472221,47222,1,1,,
472222,47222,1,1,,
472223,47222,1,1,,
472224,47222,1,1,,
472225,47222,1,1,,
47223,4722,1,1,,
472231,47223,1,1,,
472232,47223,1,1,,
472233,47223,1,1,,
473,47,1,1,,
4731,473,1,1,,
47311,4731,1,1,,
473111,47311,1,1,,
47312,4731,1,1,,
4732,473,1,1,,
47321,4732,1,1,Yes,111973
4733,473,1,1,,
47331,4733,1,1,,
47332,4733,1,1,,
474,47,1,1,,
4741,474,1,1,,
47411,4741,1,1,,
474111,47411,1,1,,
474112,47411,1,1,,
47412,4741,1,1,,
474121,47412,1,1,,
474122,47412,1,1,,
47413,4741,1,1,,
474131,47413,1,1,,
474132,47413,1,1,,
4742,474,1,1,,
47421,4742,1,1,,
474211,47421,1,1,,
474212,47421,1,1,,
47422,4742,1,1,,
474221,47422,1,1,,
474222,47422,1,1,,
474223,47422,1,1,,
4743,474,1,1,,
4744,474,1,1,,
47441,4744,1,1,,2000
475,47,1,1,,
4751,475,1,1,,
47511,4751,1,1,,
47512,4751,1,1,,
475121,47512,1,1,,
475122,47512,1,1,,
475123,47512,1,1,,
47513,4751,1,1,,
475131,47513,1,1,,
4752,475,1,1,,
47521,4752,1,1,,
475211,47521,1,1,,
47522,4752,1,1,,
475221,47522,1,1,,
475222,47522,1,1,,
4753,475,1,1,,
476,47,1,1,,
4761,476,1,1,,
47611,4761,1,1,,1997
477,47,1,1,,
478,47,1,1,,
4781,478,1,1,,
47811,4781,1,1,,
478111,47811,1,1,,
478112,47811,1,1,,
47812,4781,1,1,,
478121,47812,1,1,,
478122,47812,1,1,,
4782,478,1,1,,
47821,4782,1,1,,
48,4,1,1,,
481,48,1,1,,
4811,481,1,1,,
48111,4811,1,1,,
48112,4811,1,1,,
481121,48112,1,1,,
4811211,481121,1,1,,
4811212,481121,2,2,,
4812,481,1,1,,
48121,4812,1,1,,
481211,48121,1,1,,
4812111,481211,1,1,,
4812112,481211,2,2,,
4812113,481211,2,2,,
481212,48121,1,1,,
4812121,481212,1,1,,
4812122,481212,1,1,,
4812123,481212,1,1,,
481213,48121,1,1,,
4812131,481213,1,1,,
4812132,481213,1,1,,
48122,4812,1,1,,
481221,48122,1,1,,
4812211,481221,2,2,,
48123,4812,1,1,,
481231,48123,1,1,,
4812311,481231,1,1,,
4812312,481231,1,1,,
4812313,481231,1,1,,
4812314,481231,1,1,,
4812315,481231,1,1,,
481232,48123,1,1,,
4812321,481232,1,1,,
4812322,481232,2,2,,
4812323,481232,2,2,,
481233,48123,2,2,,
481234,48123,2,2,,
4812341,481234,1,1,,
481235,48123,2,2,,
4812351,481235,1,1,,
48124,4812,1,1,,
481241,48124,1,1,,
4812411,481241,0,1,,
4812412,481241,1,2,,
4812413,481241,1,2,,
481242,48124,1,1,,
4812421,481242,1,1,,
4812422,481242,1,1,,
4813,481,1,1,,
48131,4813,1,1,,
481311,48131,1,1,,
4813111,481311,1,1,,
48131111,4813111,1,1,,
4813112,481311,2,2,,
481312,48131,1,1,,
4813121,481312,0,1,,
4813122,481312,0,1,,
48132,4813,1,1,,
481321,48132,1,1,,
4813211,481321,1,1,,0
4813212,481321,1,1,,
481322,48132,1,1,,
4813221,481322,1,1,,
481323,48132,1,1,,
481324,48132,2,2,,
48133,4813,1,1,,
4814,481,1,1,,
48141,4814,1,1,,
481411,48141,1,1,,
481412,48141,1,1,,
481413,48141,1,1,,
4814131,481413,1,1,,
4814132,481413,1,1,,
48142,4814,1,1,,
481421,48142,1,1,,
48143,4814,1,1,,
481431,48143,1,1,,
481432,48143,1,1,,
4815,481,1,1,,
48151,4815,1,1,,
48152,4815,1,1,,
481521,48152,1,1,,
482,48,1,1,,
4821,482,1,1,,
48211,4821,1,1,,
482111,48211,1,1,,
482112,48211,1,1,,
48212,4821,1,1,,
48213,4821,1,1,,
482131,48213,1,1,,
483,48,1,1,,
4831,483,1,1,,
4832,483,1,1,,
48321,4832,1,1,,
483211,48321,1,1,,
483212,48321,1,1,,
48322,4832,1,1,,
483221,48322,1,1,,
483222,48322,1,1,,
4833,483,1,1,,
48331,4833,1,1,,0
483311,48331,1,1,,0
483312,48331,2,2,,
48332,4833,1,1,,0
483321,48332,1,1,,
483322,48332,1,1,,
483323,48332,1,1,,
4834,483,1,1,,
48341,4834,1,1,,
483411,48341,1,1,,
483412,48341,0,3,,
48342,4834,1,1,,
48343,4834,1,1,,
483431,48343,1,1,,
483432,48343,1,1,,
484,48,1,1,,
4841,484,1,1,,
48411,4841,1,1,,
484111,48411,1,1,,
484112,48411,1,1,,
4841121,484112,1,1,,
4841122,484112,1,1,,
484113,48411,1,1,,
4841131,484113,1,1,,
48412,4841,1,1,,
484121,48412,1,1,,
4841211,484121,1,1,,
484122,48412,1,1,,
4842,484,1,1,,
48421,4842,1,1,,
484211,48421,1,1,,
485,48,1,1,,
486,48,1,1,,
487,48,1,1,,
4871,487,1,1,yes,1945
48711,4871,1,1,,
487111,48711,1,1,,
48712,4871,1,1,,
487121,48712,1,1,,
488,48,1,1,,
4881,488,1,1,,
48811,4881,1,1,,
48812,4881,1,1,,
489,48,1,1,,
4891,489,1,1,,
48911,4891,1,1,,
489111,48911,1,1,,
489112,48911,1,1,,
489113,48911,1,1,,
48912,4891,1,1,,
489121,48912,1,1,,
489122,48912,1,1,,
489123,48912,1,1,,
48913,4891,1,1,,
48914,4891,1,1,,
48915,4891,1,1,,
48A,48,1,1,,
48B,48,1,1,,
48B1,48B,1,1,,
48B11,48B1,1,1,,
48B2,48B,1,1,,
48C,48,1,1,,
48C1,48C,1,1,,
48C2,48C,1,1,,
48C21,48C2,1,1,,
48C211,48C21,1,1,,
48C212,48C21,1,1,,
48C213,48C21,1,1,,
48C22,48C2,1,1,,
48C221,48C22,1,1,,
48C222,48C22,1,1,,
48C3,48C,1,1,,
48C31,48C3,1,1,,
48C32,48C3,1,1,,
49,4,1,1,,
491,49,1,1,,
492,49,1,1,,
4921,492,1,1,,
49211,4921,1,1,,
49212,4921,1,1,,
492121,49212,1,1,,
49213,4921,1,1,,
492131,49213,1,1,,
4922,492,1,1,,
49221,4922,1,1,,
492211,49221,1,1,,
4922111,492211,0,1,,
492212,49221,1,1,,
49222,4922,1,1,,
49223,4922,1,1,,
492231,49223,1,1,,
492232,49223,1,1,,
4923,492,1,1,,
49231,4923,1,1,,
492311,49231,1,1,,
492312,49231,1,1,,
492313,49231,1,1,,
49232,4923,1,1,,
492321,49232,1,1,,
492322,49232,1,1,,
4924,492,1,1,,
49241,4924,1,1,,
492411,49241,1,1,,
492412,49241,1,1,,
49242,4924,1,1,,
492421,49242,1,1,,
49243,4924,1,1,,
492431,49243,1,1,,
492432,49243,1,1,,
4925,492,1,1,,
49251,4925,1,1,,
4926,492,1,1,,
49261,4926,1,1,,
49262,4926,1,1,,
492621,49262,1,1,,
492622,49262,1,1,,
492623,49262,1,1,,
493,49,1,1,,
4931,493,1,1,,
49311,4931,1,1,,
49312,4931,1,1,,
493121,49312,1,1,,
493122,49312,1,1,,
49313,4931,1,1,,
493131,49313,1,1,,
493132,49313,1,1,,
493133,49313,2,2,,
4932,493,1,1,,
49321,4932,1,1,,
49322,4932,1,1,,
4933,493,1,1,,
49331,4933,1,1,,
49332,4933,1,1,,
49333,4933,1,1,,
4934,493,1,1,,
49341,4934,1,1,,
493411,49341,1,1,,
49342,4934,1,1,,
494,49,1,1,,
4941,494,1,1,,
49411,4941,1,1,,
494111,49411,1,1,,
494112,49411,1,1,,
494113,49411,1,1,,
494114,49411,1,1,,
494115,49411,1,1,,
494116,49411,1,1,,
494117,49411,1,1,,
494118,49411,1,1,,
494119,49411,1,1,,
49411A,49411,1,1,,
49412,4941,1,1,,
494121,49412,1,1,,
494122,49412,1,1,,
494123,49412,1,1,,
494124,49412,1,1,,
4942,494,1,1,,
49421,4942,1,1,,
494211,49421,1,1,,
494212,49421,1,1,,
494213,49421,1,1,,
494214,49421,1,1,,
49422,4942,1,1,,
494221,49422,1,1,,
494222,49422,1,1,,
494223,49422,1,1,,
49423,4942,1,1,,
494231,49423,1,1,,
494232,49423,1,1,,
494233,49423,1,1,,
494234,49423,1,1,,
4A,4,2,2,,
4A1,4A,1,1,,
4A11,4A1,1,1,,
4A111,4A11,1,1,,
4A1111,4A111,1,1,,
4A2,4A,1,1,,
4A3,4A,1,1,,
4A31,4A3,1,1,,
4A311,4A31,1,1,,
4A3111,4A311,1,1,,
4A312,4A31,1,1,,
4A3121,4A312,1,1,,
4A3122,4A312,1,1,,
4A32,4A3,1,1,,
4A321,4A32,1,1,,
4A3211,4A321,1,1,,
4A322,4A32,1,1,,0
4A323,4A32,1,1,,0
4A3231,4A323,1,1,,
4A3232,4A323,1,1,,
4A4,4A,1,1,,
4A41,4A4,1,1,,
4A42,4A4,1,1,,
4A421,4A42,1,1,,
4A422,4A42,1,1,,
4A43,4A4,1,1,,
4A431,4A43,2,2,,
4A432,4A43,2,2,,
4A5,4A,1,1,,
4A6,4A,1,1,,
4A61,4A6,1,1,,
4A611,4A61,1,1,,
4A6111,4A611,1,1,,
4A6112,4A611,1,1,,
4A612,4A61,1,1,,
4A6121,4A612,1,1,,
4A6122,4A612,1,1,,
4A6123,4A612,1,1,,
4A62,4A6,1,1,,
4A621,4A62,1,1,,
4A622,4A62,2,2,,281985
4A6221,4A622,0,1,,
4A63,4A6,1,1,,
4A631,4A63,1,1,,
4A632,4A63,1,1,,
4A6321,4A632,1,1,,
4A6322,4A632,1,1,,
4A633,4A63,1,1,,
4A6331,4A633,1,1,,
4A6332,4A633,1,1,,
4A7,4A,1,1,,
4A71,4A7,1,1,,
5,,2,2,,
51,5,1,1,,
511,51,1,1,,
5111,511,1,1,,
51111,5111,1,1,,
511111,51111,1,1,,0
51112,5111,2,2,,
51113,5111,2,2,,
511131,51113,1,1,,
5112,511,1,1,,
51121,5112,1,1,,
511211,51121,1,1,,
5112111,511211,1,1,,
5112112,511211,1,1,,
511212,51121,1,1,,
5112121,511212,1,1,,
511213,51121,1,1,,
51122,5112,1,1,,
511221,51122,1,1,,
5112211,511221,1,1,,
511222,51122,1,1,,
5112221,511222,1,1,,
5113,511,1,1,,
51131,5113,1,1,,
511311,51131,1,1,,
511312,51131,1,1,,
5114,511,1,1,,
51141,5114,1,1,,
511411,51141,1,1,,
5114111,511411,1,1,,
5114112,511411,1,1,,
511412,51141,1,1,,
5114121,511412,1,1,,
5114122,511412,1,1,,
5114123,511412,1,1,,
511413,51141,1,1,,
5114131,511413,1,1,,
5114132,511413,1,1,,
5114133,511413,1,1,,
511414,51141,1,1,,
51142,5114,1,1,,
511421,51142,1,1,,
5114211,511421,1,1,,
5114212,511421,1,1,,
511422,51142,1,1,,0
5114221,511422,1,1,,
5114222,511422,1,1,,
511423,51142,1,1,,
5114231,511423,1,1,,
5114232,511423,1,1,,
51143,5114,1,1,,
511431,51143,1,1,,
511432,51143,1,1,,
5115,511,1,1,,
51151,5115,1,1,,
511511,51151,1,1,,
5116,511,1,1,,
51161,5116,1,1,,
511611,51161,1,1,,
511612,51161,1,1,,
51162,5116,1,1,,
511621,51162,2,2,,
511622,51162,2,2,,
512,51,1,1,,
5121,512,1,1,,
51211,5121,1,1,,
512111,51211,2,2,,
51212,5121,1,1,,
512121,51212,1,1,,
512122,51212,1,1,,
51213,5121,1,1,,
512131,51213,1,1,,
5121311,512131,1,1,,
5121312,512131,1,1,,
512132,51213,1,1,,
512133,51213,1,1,,
51214,5121,1,1,,
512141,51214,1,1,,
512142,51214,1,1,,
5122,512,1,1,,
51221,5122,1,1,,
512211,51221,2,2,,
512212,51221,2,2,,
51222,5122,1,1,,
512221,51222,1,1,,
512222,51222,1,1,,
513,51,1,1,,
514,51,1,1,,
515,51,1,1,,
5151,515,1,1,,
51511,5151,1,1,,
515111,51511,1,1,,
515112,51511,1,1,,
51512,5151,1,1,,
515121,51512,1,1,,
5151211,515121,1,1,,
51512111,5151211,1,1,,
5151212,515121,2,2,,
515122,51512,1,1,,
51513,5151,1,1,,
515131,51513,1,1,,
515132,51513,1,1,,
51514,5151,1,1,,
515141,51514,1,1,,
515142,51514,1,1,,
5152,515,1,1,,
51521,5152,1,1,,
51522,5152,1,1,,
515221,51522,1,1,,
515222,51522,1,1,,
51523,5152,1,1,,
515231,51523,1,1,,
515232,51523,1,1,,
515233,51523,1,1,,
5153,515,1,1,,
51531,5153,1,1,,
515311,51531,2,2,,
5153111,515311,2,2,,
515312,51531,2,2,,
515313,51531,2,2,,
51532,5153,1,1,,
515321,51532,1,1,,
515322,51532,1,1,,
5153221,515322,1,1,,
5153222,515322,1,1,,
515323,51532,1,1,,
5153231,515323,1,1,,
51533,5153,1,1,,
515331,51533,1,1,,
515332,51533,1,1,,
515333,51533,1,1,,
51534,5153,1,1,,
515341,51534,1,1,,
515342,51534,1,1,,
515343,51534,1,1,,
516,51,1,1,,
517,51,1,1,,
5171,517,1,1,,
51711,5171,1,1,,
517111,51711,1,1,,
517112,51711,1,1,,
517113,51711,1,1,,
517114,51711,1,1,,
51712,5171,1,1,,
517121,51712,1,1,,
517122,51712,1,1,,
5172,517,1,1,,
51721,5172,1,1,,
517211,51721,1,1,,
517212,51721,1,1,,
517213,51721,1,1,,
51722,5172,1,1,,
517221,51722,1,1,,
5173,517,1,1,,
51731,5173,1,1,,
517311,51731,1,1,,
517312,51731,1,1,,
51732,5173,1,1,,
517321,51732,1,1,,
5174,517,1,1,,
518,51,1,1,,
5181,518,1,1,,
51811,5181,1,1,,
518111,51811,2,2,,
51812,5181,1,1,,
518121,51812,1,1,,
518122,51812,1,1,,
5182,518,1,1,,
51821,5182,1,1,,
51822,5182,1,1,,
518221,51822,1,1,,
518222,51822,1,1,,
518223,51822,1,1,,
51823,5182,1,1,,
5183,518,1,1,,
51831,5183,1,1,,
51832,5183,1,1,,
51833,5183,2,2,Yes,0
518331,51833,1,1,,
5184,518,1,1,,
51841,5184,1,1,,
518411,51841,1,1,,
518412,51841,1,1,,
518413,51841,1,1,,
518414,51841,1,1,,
51842,5184,1,1,,
518421,51842,1,1,,
51843,5184,1,1,,
5185,518,1,1,,
51851,5185,1,1,,
51852,5185,1,1,,
519,51,1,1,,
51A,51,1,1,,
51B,51,1,1,,
51C,51,1,1,,
51D,51,1,1,,
51D1,51D,1,1,,
51E,51,1,1,,
52,5,1,1,,
521,52,1,1,,
5211,521,1,1,,
52111,5211,1,1,,
521111,52111,1,1,,
521112,52111,1,1,,
52112,5211,1,1,,
521121,52112,1,1,,
521122,52112,1,1,,
52113,5211,1,1,,
5212,521,1,1,,
52121,5212,1,1,,
521211,52121,1,1,,0
521212,52121,1,1,,0
521213,52121,1,1,,
52122,5212,1,1,,
521221,52122,1,1,,
521222,52122,1,1,,
521223,52122,1,1,,
522,52,1,1,,
523,52,1,1,,
5231,523,1,1,,
5232,523,1,1,,
52321,5232,1,1,,
523211,52321,1,1,,
523212,52321,1,1,,
52322,5232,1,1,,
523221,52322,1,1,,
5232211,523221,1,1,,
5232212,523221,1,1,,
523222,52322,1,1,,
5232221,523222,1,1,,
5232222,523222,1,1,,
5232223,523222,1,1,,
523223,52322,1,1,,
5232231,523223,1,1,Yes,252009
52323,5232,1,1,,
523231,52323,1,1,,
5232311,523231,2,2,,
5232312,523231,2,2,,
523232,52323,1,1,,
5232321,523232,1,1,,
5232322,523232,1,1,,
52324,5232,1,1,,
523241,52324,1,1,,
523242,52324,1,1,,
5233,523,1,1,,
5234,523,1,1,,
52341,5234,1,1,,
523411,52341,1,1,,
523412,52341,1,1,,
523413,52341,1,1,,
523415,52341,1,1,,
523414,52341,1,1,,
52342,5234,1,1,,
52343,5234,1,1,,
523431,52343,1,1,,
523432,52343,1,1,,
5235,523,1,1,,
5236,523,1,1,,
52361,5236,1,1,,
523611,52361,1,1,,
523612,52361,1,1,,
523613,52361,1,1,,
52362,5236,1,1,,
523621,52362,1,1,,
523622,52362,1,1,,
5237,523,1,1,,
52371,5237,1,1,,
523711,52371,1,1,,
523712,52371,1,1,,
523713,52371,1,1,,
52372,5237,1,1,,
52373,5237,1,1,,
523731,52373,1,1,,
523732,52373,1,1,,
524,52,1,1,,
5241,524,1,1,,
52411,5241,1,1,,
524111,52411,1,1,,
524112,52411,1,1,,
525,52,1,1,,
5251,525,1,1,,
52511,5251,1,1,,
525111,52511,1,1,,
5251111,525111,1,1,,
5251112,525111,1,1,,
525112,52511,1,1,,
5251121,525112,1,1,,
5251122,525112,1,1,,
525113,52511,1,1,,
52512,5251,1,1,,
525121,52512,1,1,,
5251211,525121,1,1,,
5251212,525121,1,1,,
525122,52512,1,1,,
525123,52512,1,1,,
5251231,525123,1,1,,
52513,5251,1,1,,
525131,52513,1,1,,
525132,52513,1,1,,
5251321,525132,1,1,,
525133,52513,1,1,,
5252,525,1,1,,
52521,5252,1,1,,
525211,52521,1,1,,
525212,52521,1,1,,
5252121,525212,1,1,,
52522,5252,1,1,,
525221,52522,1,1,,
525222,52522,1,1,,
5252221,525222,1,1,,
52523,5252,1,1,,
5253,525,1,1,,
52531,5253,1,1,,
525311,52531,1,1,,
5253111,525311,1,1,,
5253112,525311,1,1,,
525312,52531,1,1,,
5253121,525312,1,1,,
5253122,525312,1,1,,
5253123,525312,1,1,,
52532,5253,1,1,,
525321,52532,1,1,,
5253211,525321,1,1,,
525322,52532,1,1,,
5253221,525322,0,1,,
525323,52532,1,1,,
5254,525,1,1,,
52541,5254,1,1,,
525411,52541,1,1,,
525412,52541,1,1,,
52542,5254,1,1,,
525421,52542,1,1,,
525422,52542,1,1,,
5255,525,1,1,,
52551,5255,1,1,,
525511,52551,1,1,,
5255111,525511,1,1,,
525512,52551,1,1,,
52552,5255,1,1,,
525521,52552,1,1,,
5255211,525521,1,1,,
5255212,525521,1,1,,
525522,52552,1,1,,
52553,5255,1,1,,
525531,52553,1,1,,
525532,52553,1,1,,
525533,52553,1,1,,
526,52,1,1,,
527,52,1,1,,
5271,527,1,1,,
52711,5271,1,1,,
527111,52711,1,1,,
527112,52711,1,1,,
527113,52711,2,2,,
52712,5271,1,1,,
527121,52712,1,1,,
5271211,527121,1,1,,
527122,52712,1,1,,
5271221,527122,1,1,,
52713,5271,1,1,,
527131,52713,1,1,,
527132,52713,1,1,,
528,52,1,1,,
5281,528,1,1,,
52811,5281,1,1,,
528111,52811,1,1,,
52812,5281,1,1,,
528121,52812,1,1,,
528122,52812,1,1,,
5282,528,1,1,,
5283,528,1,1,,
52831,5283,1,1,,
528311,52831,1,1,,
5283111,528311,1,1,,
528312,52831,1,1,,
52832,5283,1,1,,
52833,5283,1,1,,
528331,52833,1,1,,
5283311,528331,1,1,,
528332,52833,1,1,,
528333,52833,1,1,,
5284,528,1,1,,
52841,5284,1,1,,
528411,52841,1,1,,
528412,52841,1,1,,
5284121,528412,1,1,,
52842,5284,1,1,,
528421,52842,1,1,,
528422,52842,1,1,,
5285,528,1,1,,
52851,5285,1,1,,
528511,52851,1,1,,
5285111,528511,1,1,,
5285112,528511,1,1,,
528512,52851,1,1,,
528513,52851,1,1,,
5285131,528513,1,1,,
5285132,528513,1,1,,
528514,52851,1,1,,
5285141,528514,1,1,,
52852,5285,1,1,,
52853,5285,1,1,,
528531,52853,1,1,,
528532,52853,1,1,,
529,52,1,1,,
52A,52,1,1,,
52A1,52A,1,1,,
52A2,52A,1,1,,
52A21,52A2,1,1,,
52A211,52A21,1,1,,
52A22,52A2,1,1,,
52A221,52A22,1,1,,
52A222,52A22,1,1,,
52A223,52A22,1,1,,
53,5,1,1,,
54,5,1,1,,
55,5,1,1,,
551,55,1,1,,
552,55,1,1,,
5521,552,1,1,,
55211,5521,1,1,,
55212,5521,1,1,,
55213,5521,1,1,,
552131,55213,2,2,,
55214,5521,1,1,,
55215,5521,1,1,,
552151,55215,1,1,,
552152,55215,1,1,,
552153,55215,1,1,,
553,55,1,1,,
5531,553,1,1,,
55311,5531,1,1,,
553111,55311,1,1,,
5531111,553111,1,1,,
5531112,553111,1,1,,
553112,55311,1,1,,
553113,55311,1,1,,
55312,5531,1,1,,
553121,55312,1,1,,
55313,5531,1,1,,
553131,55313,1,1,,
553132,55313,1,1,,
554,55,1,1,,
5541,554,1,1,,
55411,5541,1,1,,
554111,55411,1,1,,
554112,55411,1,1,,
55412,5541,1,1,,
555,55,1,1,,
556,55,1,1,,
5561,556,1,1,,
557,55,1,1,,
5571,557,1,1,,
55711,5571,1,1,,
557111,55711,2,2,,
55712,5571,1,1,,
557121,55712,1,1,,
557122,55712,1,1,,
55713,5571,1,1,,
557131,55713,1,1,,
557132,55713,1,1,,
557133,55713,1,1,,
5572,557,1,1,,
55721,5572,1,1,,
557211,55721,1,1,,
557212,55721,1,1,,
55722,5572,1,1,,
557221,55722,1,1,,
557222,55722,2,2,,
557223,55722,2,2,,
558,55,1,1,,
5581,558,1,1,,
55811,5581,1,1,,
55812,5581,1,1,,
5582,558,1,1,,
55821,5582,1,1,,
