KBN,parent_id,marriage_number,relationship_number,adopted,adopted_day
"3532","353","1","1","",""
"35321","3532","1","1","",""
"353211","35321","2","1","",""
"3532111","353211","1","1","C2","in 1993"
"353212","35321","1","1","",""
"3532121","353212","","1","",""
"3532122","353212","","1","",""
"3533","353","1","1","",""
"35331","3533","1","1","",""
"353311","35331","","1","",""
"353312","35331","","1","",""
"35332","3533","1","1","",""
"353321","35332","","1","",""
"354","35","1","1","",""
"3541","354","1","1","",""
"35411","3541","1","1","",""
"354111","35411","1","1","",""
"3541111","354111","","1","",""
"354112","35411","1","1","",""
"3541121","354112","","1","",""
"35412","3541","1","1","",""
"354121","35412","1","1","",""
"3541211","354121","","1","",""
"3541212","354121","","1","",""
"3541213","354121","","1","",""
"3541214","354121","","1","",""
"354122","35412","1","1","",""
"354123","35412","1","1","",""
"35413","3541","0","1","",""
"3542","354","1","1","",""
"35421","3542","1","1","",""
"354211","35421","1","1","",""
"354212","35421","","1","",""
"35422","3542","3","1","",""
"354221","35422","1","1","",""
"3542211","354221","","1","",""
"3542212","354221","","1","",""
"3542213","354221","","1","",""
"354222","35422","1","1","",""
"3542221","354222","","1","",""
"3542222","354222","","1","",""
"3543","354","1","1","",""
"35431","3543","1","1","",""
"354311","35431","1","1","",""
"354312","35431","1","1","",""
"3543121","354312","","1","",""
"35432","3543","1","1","",""
"354321","35432","1","1","",""
"3543211","354321","","1","",""
"3543212","354321","","1","",""
"354322","35432","","1","",""
"354323","35432","1","1","",""
"3543231","354323","","1","",""
"3543232","354323","","1","",""
"35433","3543","1","1","",""
"354331","35433","1","1","",""
"354332","35433","1","1","",""
"3543321","354332","","1","",""
"3543322","354332","","1","",""
"355","35","1","1","",""
"356","35","1","1","",""
"3561","356","1","1","",""
"35611","3561","1","1","",""
"356111","35611","1","1","",""
"3561111","356111","","1","",""
"356112","35611","2","1","",""
"3561121","356112","","1","",""
"35612","3561","","1","",""
"3562","356","1","1","",""
"35621","3562","1","1","",""
"356211","35621","1","1","",""
"3562111","356211","","1","",""
"3562112","356211","","1","",""
"356212","35621","1","1","",""
"3562121","356212","","1","",""
"35622","3562","1","1","",""
"356221","35622","1","1","A1",""
"3562211","356221","","1","",""
"3563","356","","1","",""
"357","35","1","1","",""
"3571","357","1","1","",""
"35711","3571","1","1","",""
"35712","3571","1","1","",""
"357121","35712","1","1","",""
"3571211","357121","","1","C1","September 20, 2012"
"3571212","357121","","2","",""
"357122","35712","1","1","",""
"3571221","357122","","1","",""
"3571222","357122","","1","",""
"35713","3571","1","1","",""
"357131","35713","","1","",""
"357132","35713","","1","",""
"3572","357","1","1","",""
"35721","3572","1","1","",""
"35722","3572","1","1","",""
"357221","35722","1","1","",""
"3572211","357221","","1","",""
"3572212","357221","","1","",""
"357222","35722","","1","",""
"357223","35722","","1","",""
"35723","3572","1","1","",""
"357231","35723","1","1","",""
"357232","35723","1","1","",""
"357233","35723","","1","",""
"4","","2","2","",""
"41","4","1","1","",""
"411","41","1","1","",""
"412","41","1","1","",""
"413","41","","1","",""
"414","41","1","1","",""
"4141","414","","1","",""
"4142","414","","1","",""
"415","41","1","1","",""
"4151","415","","1","",""
"4152","415","1","1","",""
"41521","4152","2","1","",""
"415211","41521","1","1","",""
"415212","41521","","2","",""
"41522","4152","1","1","",""
"415221","41522","","1","",""
"42","4","2","1","",""
"421","42","","1","",""
"422","42","1","1","",""
"4221","422","1","1","",""
"42211","4221","0","1","A1",""
"42212","4221","3","1","A1","at 10 days old"
"422121","42212","2","1","",""
"4221211","422121","1","1","",""
"42212111","4221211","","1","",""
"42212112","4221211","","1","",""
"42212113","4221211","","1","",""
"4221212","422121","1","1","",""
"42212121","4221212","","1","",""
"42212122","4221212","","1","",""
"42212123","4221212","","1","",""
"42212124","4221212","","1","",""
"4221213","422121","0","1","",""
"42212131","4221213","","1","",""
"42212132","4221213","","1","",""
"4221214","422121","0","3","",""
"42212141","4221214","","2","",""
"422122","42212","1","1","",""
"4221221","422122","1","1","",""
"42212211","4221221","","1","",""
"4221222","422122","1","1","",""
"42212221","4221222","","1","",""
"4221223","422122","0","1","",""
"42212231","4221223","","1","",""
"42212232","4221223","","1","",""
"422123","42212","1","1","",""
"4221231","422123","","1","",""
"422124","42212","1","1","",""
"4221241","422124","","1","",""
"422125","42212","0","2","",""
"4221251","422125","","1","",""
"4221252","422125","","2","",""
"4221253","422125","","3","",""
"422126","42212","1","2","",""
"4221261","422126","","1","",""
"4221262","422126","","1","",""
"4221263","422126","","2","",""
"4222","422","1","1","",""
"42221","4222","1","1","",""
"422211","42221","1","1","",""
"4222111","422211","","1","",""
"4222112","422211","","1","",""
"4222113","422211","","1","",""
"42222","4222","1","1","",""
"422221","42222","1","1","",""
"4222211","422221","","1","",""
"4222212","422221","","1","",""
"4222213","422221","","1","",""
"422222","42222","1","1","",""
"4222221","422222","","1","",""
"42223","4222","1","1","",""
"422231","42223","","1","",""
"422232","42223","1","1","",""
"4222321","422232","","1","",""
"4222322","422232","","1","",""
"422233","42223","1","1","",""
"4223","422","1","1","",""
"42231","4223","3","1","",""
"422311","42231","","1","",""
"422312","42231","","1","",""
"42232","4223","1","1","",""
"422321","42232","","1","",""
"422322","42232","","1","",""
"423","42","1","1","",""
"4231","423","1","1","",""
"42311","4231","1","1","",""
"423111","42311","1","1","",""
"42312","4231","1","1","",""
"423121","42312","2","1","",""
"423122","42312","1","1","",""
"4231221","423122","1","1","",""
"42312211","4231221","","1","",""
"4231222","423122","1","1","",""
"423123","42312","1","1","",""
"4231231","423123","","1","",""
"4231232","423123","","1","",""
"4231233","423123","","1","",""
"423124","42312","1","1","",""
"4231241","423124","","1","",""
"42313","4231","1","1","",""
"423131","42313","2","1","",""
"4231311","423131","","1","",""
"4231312","423131","","2","",""
"4231313","423131","","2","",""
"423132","42313","1","1","",""
"4231321","423132","","1","",""
"4231322","423132","","1","",""
"4231323","423132","","1","",""
"423133","42313","1","1","",""
"4231331","423133","","1","",""
"4231332","423133","","1","",""
"42314","4231","2","1","",""
"423141","42314","1","1","",""
"4231411","423141","","1","",""
"4231412","423141","","1","",""
"4231413","423141","","1","",""
"423142","42314","1","1","",""
"4231421","423142","","1","",""
"4231422","423142","","1","",""
"423143","42314","","2","",""
"423144","42314","1","2","",""
"4231441","423144","","1","",""
"4231442","423144","","1","",""
"42315","4231","1","1","",""
"423151","42315","1","1","",""
"4231511","423151","","1","",""
"4231512","423151","","1","",""
"423152","42315","1","1","",""
"4231521","423152","","1","",""
"4231522","423152","","1","",""
"423153","42315","1","1","",""
"4231531","423153","","1","",""
"4231532","423153","","1","",""
"4231533","423153","","1","",""
"4231534","423153","","1","",""
"4232","423","1","1","",""
"42321","4232","1","1","",""
"423211","42321","1","1","",""
"4232111","423211","1","1","",""
"42321111","4232111","","1","",""
"42321112","4232111","","1","",""
"423212","42321","","1","",""
"42322","4232","1","1","",""
"423221","42322","2","1","",""
"4232211","423221","","1","",""
"4232212","423221","","1","",""
"4232213","423221","","1","",""
"4232214","423221","","2","A2",""
"4232215","423221","","2","",""
"423222","42322","1","1","",""
"4232221","423222","","1","",""
"4232222","423222","","1","",""
"4232223","423222","","1","",""
"423223","42322","1","1","",""
"4232231","423223","","1","",""
"4232232","423223","","1","",""
"4233","423","1","1","",""
"42331","4233","2","1","",""
"423311","42331","1","1","",""
"4233111","423311","","1","",""
"4233112","423311","","1","",""
"423312","42331","1","1","",""
"4233121","423312","","1","",""
"4233122","423312","","1","A1","December 2003"
"42332","4233","1","1","",""
"423321","42332","1","1","",""
"4233211","423321","","1","",""
"4233212","423321","","1","",""
"423322","42332","2","1","",""
"4233221","423322","","1","",""
"4233222","423322","","1","",""
"42333","4233","1","1","",""
"423331","42333","","1","",""
"423332","42333","","1","",""
"423333","42333","","1","",""
"423334","42333","","1","",""
"4234","423","1","1","",""
"42341","4234","1","1","",""
"423411","42341","1","1","",""
"4234111","423411","1","1","",""
"4234112","423411","","1","",""
"4234113","423411","","1","",""
"423412","42341","1","1","",""
"4234121","423412","","1","",""
"4234122","423412","","1","",""
"42342","4234","1","1","",""
"423421","42342","","1","",""
"424","42","","1","",""
"425","42","2","1","",""
"4251","425","1","1","",""
"42511","4251","2","1","",""
"425111","42511","1","1","",""
"4251111","425111","","1","",""
"4251112","425111","","1","",""
"425112","42511","1","1","",""
"4251121","425112","","1","",""
"4251122","425112","","1","",""
"4251123","425112","","1","",""
"425113","42511","1","1","",""
"4251131","425113","","1","",""
"4251132","425113","","1","",""
"42512","4251","1","1","",""
"425121","42512","1","1","",""
"4251211","425121","","1","",""
"4251212","425121","","1","",""
"425122","42512","1","1","",""
"4251221","425122","","1","",""
"4251222","425122","","1","",""
"4251223","425122","","1","",""
"425123","42512","1","1","",""
"4251231","425123","","1","",""
"4251232","425123","","1","",""
"4251233","425123","","1","",""
"4252","425","1","1","",""
"42521","4252","1","1","",""
"42522","4252","1","1","",""
"425221","42522","","1","",""
"425222","42522","2","1","",""
"4252221","425222","","1","",""
"4252222","425222","","2","",""
"425223","42522","1","1","",""
"4252231","425223","","1","",""
"4252232","425223","","1","",""
"4252233","425223","","1","",""
"425224","42522","1","1","",""
"4252241","425224","","1","",""
"4252242","425224","","1","",""
"4252243","425224","","1","",""
"42523","4252","1","1","",""
"425231","42523","1","1","",""
"4252311","425231","","1","",""
"4252312","425231","","1","",""
"4252313","425231","","1","",""
"425232","42523","2","1","",""
"4252321","425232","","1","",""
"4253","425","1","1","",""
"42531","4253","2","1","",""
"425311","42531","1","1","C2",""
"4253111","425311","","1","",""
"4253112","425311","","1","",""
"425312","42531","1","2","",""
"4253121","425312","","1","",""
"4253122","425312","","1","",""
"42532","4253","2","1","",""
"425321","42532","","1","",""
"425322","42532","","1","A1",""
"425323","42532","1","1","A1",""
"4253231","425323","","1","",""
"4254","425","1","1","",""
"42541","4254","1","1","",""
"425411","42541","1","1","",""
"4254111","425411","","1","",""
"4254112","425411","","1","",""
"425412","42541","1","1","",""
"4254121","425412","","1","",""
"4254122","425412","","1","",""
"42542","4254","1","1","",""
"425421","42542","","1","",""
"425422","42542","1","1","",""
"4254221","425422","","1","",""
"4254222","425422","","1","",""
"425423","42542","1","1","",""
"4254231","425423","","1","",""
"4254232","425423","","1","",""
"42543","4254","3","1","",""
"425431","42543","1","1","",""
"4254311","425431","","1","",""
"4254312","425431","","1","",""
"425432","42543","","2","",""
"425433","42543","","3","",""
"4255","425","1","1","",""
"42551","4255","1","1","",""
"425511","42551","1","1","",""
"425512","42551","","1","",""
"425513","42551","1","1","",""
"4255131","425513","","1","",""
"4256","425","1","1","",""
"42561","4256","1","1","",""
"425611","42561","1","1","",""
"4256111","425611","","1","",""
"4256112","425611","","1","",""
"425612","42561","1","1","",""
"4256121","425612","","1","",""
"4256122","425612","","1","",""
"425613","42561","","1","",""
"42562","4256","1","1","",""
"425621","42562","1","1","",""
"4256211","425621","","1","",""
"4256212","425621","","1","",""
"425622","42562","1","1","",""
"4256221","425622","","1","",""
"4256222","425622","","1","",""
"4256223","425622","","1","",""
"425623","42562","1","1","",""
"4256231","425623","","1","",""
"4256232","425623","","1","",""
"42563","4256","1","1","",""
"425631","42563","","1","",""
"425632","42563","1","1","",""
"4256321","425632","","1","",""
"4256322","425632","","1","",""
"4256323","425632","","1","",""
"425633","42563","1","1","",""
"42564","4256","1","1","",""
"425641","42564","1","1","",""
"4256411","425641","","1","",""
"4256412","425641","","1","",""
"4256413","425641","","1","",""
"425642","42564","","1","",""
"425643","42564","1","1","",""
"4256431","425643","","1","",""
"4256432","425643","","1","",""
"42565","4256","1","1","",""
"425651","42565","","1","",""
"425652","42565","1","1","",""
"4256521","425652","","1","",""
"4257","425","1","1","",""
"42571","4257","1","1","",""
"425711","42571","","1","",""
"425712","42571","2","1","A1",""
"4257121","425712","","1","",""
"4257122","425712","","1","",""
"4257123","425712","","2","",""
"42572","4257","","1","",""
"426","42","1","2","",""
"4261","426","","1","",""
"4262","426","1","1","",""
"42621","4262","1","1","",""
"426211","42621","","1","",""
"426212","42621","","1","",""
"42622","4262","1","1","",""
"427","42","1","2","",""
"4271","427","1","1","",""
"42711","4271","1","1","",""
"427111","42711","1","1","",""
"4271111","427111","","1","",""
"4271112","427111","","1","",""
"42712","4271","1","1","",""
"427121","42712","1","1","",""
"4271211","427121","","1","",""
"4271212","427121","","1","",""
"427122","42712","1","1","",""
"4271221","427122","","1","",""
"4271222","427122","","2","",""
"4272","427","1","1","",""
"42721","4272","","1","",""
"42722","4272","2","1","",""
"427221","42722","1","1","B1","in 1984"
"4272211","427221","","1","",""
"4272212","427221","","1","",""
"427222","42722","","1","",""
"4272221","427222","","1","",""
"427223","42722","1","1","",""
"4272231","427223","","1","",""
"428","42","1","2","",""
"4281","428","1","1","",""
"42811","4281","1","1","",""
"42812","4281","1","1","",""
"428121","42812","","1","",""
"428122","42812","","1","",""
"428123","42812","","1","",""
"42813","4281","1","1","",""
"4282","428","1","1","",""
"42821","4282","2","1","",""
"42822","4282","1","1","",""
"428221","42822","","1","",""
"428222","42822","","1","",""
"429","42","1","2","",""
"4291","429","1","1","",""
"42911","4291","1","1","",""
"429111","42911","1","1","",""
"4291111","429111","","1","",""
"4291112","429111","","1","",""
"4291113","429111","","1","",""
"429112","42911","1","1","",""
"4291121","429112","","1","",""
"4291122","429112","","1","",""
"4291123","429112","","1","",""
"429113","42911","1","1","",""
"4291131","429113","","1","",""
"4291132","429113","","1","",""
"42912","4291","1","1","",""
"429121","42912","1","1","",""
"429122","42912","1","1","",""
"4291221","429122","","1","",""
"4291222","429122","","1","",""
"42913","4291","1","1","",""
"4292","429","1","1","",""
"42921","4292","1","1","",""
"429211","42921","","1","A1","June 18, 1998"
"42922","4292","1","1","",""
"429221","42922","","1","",""
"429222","42922","","1","",""
"429223","42922","","1","",""
"42923","4292","1","1","",""
"429231","42923","","1","",""
"4293","429","1","1","",""
"42931","4293","1","1","",""
"429311","42931","","1","",""
"42932","4293","1","1","",""
"429321","42932","","1","",""
"42933","4293","","1","",""
"4294","429","1","1","",""
"42941","4294","1","1","",""
"429411","42941","1","1","",""
"4294111","429411","","1","",""
"4294112","429411","","1","",""
"429412","42941","1","1","",""
"4294121","429412","","1","",""
"4294122","429412","","1","",""
"4294123","429412","","1","",""
"42942","4294","1","1","",""
"429421","42942","","1","",""
"429422","42942","1","1","",""
"42943","4294","1","1","",""
"429431","42943","","1","",""
"429432","42943","","1","",""
"429433","42943","","1","",""
"42944","4294","","1","",""
"42A","42","1","2","",""
"43","4","2","1","",""
"431","43","2","1","",""
"432","43","1","1","",""
"4321","432","","1","",""
"4322","432","1","1","",""
"43221","4322","1","1","",""
"432211","43221","2","1","",""
"4322111","432211","","1","C2",""
"4322112","432211","","1","C2",""
"432212","43221","1","1","",""
"4322121","432212","","1","",""
"4322122","432212","","1","",""
"4322123","432212","","1","",""
"432213","43221","1","1","",""
"4322131","432213","","1","",""
"43222","4322","4","1","",""
"432221","43222","2","1","",""
"4322211","432221","","1","",""
"4322212","432221","","2","",""
"432222","43222","1","1","",""
"4322221","432222","","1","",""
"4322222","432222","","1","",""
"43223","4322","2","1","",""
"432231","43223","1","2","",""
"4322311","432231","1","1","",""
"43223111","4322311","","1","",""
"43223112","4322311","","1","",""
"4322312","432231","","1","",""
"4322313","432231","","1","",""
"432232","43223","1","2","",""
"4322321","432232","","1","",""
"4322322","432232","","1","A1","November 19, 2004"
"4323","432","1","1","",""
"43231","4323","1","1","",""
"432311","43231","1","1","",""
"4323111","432311","","1","",""
"4323112","432311","","1","",""
"432312","43231","1","1","",""
"43232","4323","1","1","",""
"432321","43232","0","1","",""
"4323211","432321","","1","",""
"432322","43232","1","1","",""
"4323221","432322","","1","",""
"4323222","432322","","1","",""
"4323223","432322","","1","",""
"43233","4323","1","1","",""
"432331","43233","1","1","",""
"4323311","432331","","1","",""
"4323312","432331","","1","",""
"432332","43233","1","1","",""
"4323321","432332","","1","",""
"4323322","432332","","1","",""
"4324","432","","1","",""
"4325","432","1","1","",""
"43251","4325","1","1","",""
"432511","43251","","1","",""
"43252","4325","2","1","",""
"432521","43252","","1","",""
"432522","43252","","1","",""
"4326","432","1","1","",""
"43261","4326","1","1","",""
"432611","43261","","1","",""
"4327","432","1","1","",""
"43271","4327","1","1","",""
"432711","43271","","1","",""
"4327111","432711","","1","",""
"432712","43271","","1","",""
"432713","43271","","1","",""
"43272","4327","1","1","",""
"4328","432","1","1","",""
"43281","4328","","1","",""
"43282","4328","2","1","",""
"432821","43282","2","1","",""
"4328211","432821","","2","",""
"43283","4328","1","1","",""
"432831","43283","1","1","",""
"4328311","432831","","1","",""
"4328312","432831","","1","",""
"4328313","432831","","1","",""
"432832","43283","1","1","",""
"4328321","432832","","1","B1",""
"4328322","432832","","1","",""
"4328323","432832","","1","",""
"4328324","432832","","1","",""
"432833","43283","","1","",""
"43284","4328","1","1","",""
"432841","43284","","1","C2",""
"432842","43284","","2","",""
"433","43","1","1","",""
"4331","433","1","1","",""
"43311","4331","5","1","",""
"433111","43311","1","1","",""
"4331111","433111","1","1","",""
"43311111","4331111","","1","",""
"43311112","4331111","","1","",""
"4331112","433111","0","1","",""
"43311121","4331112","","1","",""
"4331113","433111","1","1","",""
"43311131","4331113","","1","",""
"4331114","433111","0","1","",""
"43311141","4331114","","1","",""
"4331115","433111","0","1","",""
"43311151","4331115","","1","",""
"4331116","433111","","1","",""
"43312","4331","1","1","",""
"433121","43312","1","1","",""
"4331211","433121","","1","",""
"4331212","433121","","1","",""
"433122","43312","1","1","",""
"4331221","433122","","1","",""
"434","43","1","1","",""
"4341","434","1","1","",""
"4342","434","2","1","",""
"4343","434","1","1","",""
"43431","4343","1","1","",""
"434311","43431","2","1","",""
"4343111","434311","1","1","",""
"4343112","434311","","1","",""
"4343113","434311","","1","",""
"4343114","434311","","2","",""
"434312","43431","1","1","",""
"4343121","434312","","1","",""
"43432","4343","2","1","",""
"434321","43432","1","1","",""
"4343211","434321","","1","",""
"43433","4343","1","1","",""
"434331","43433","1","1","",""
"4343311","434331","","1","",""
"4343312","434331","","2","",""
"4343313","434331","","3","",""
"434332","43433","","1","",""
"43434","4343","1","1","",""
"434341","43434","","1","",""
"435","43","1","1","",""
"4351","435","","1","",""
"4352","435","","1","",""
"436","43","","1","",""
"437","43","0","2","",""
"438","43","1","2","",""
"4381","438","1","1","",""
"43811","4381","1","1","",""
"438111","43811","","1","",""
"43812","4381","","1","",""
"4382","438","1","1","",""
"43821","4382","3","1","",""
"438211","43821","1","2","",""
"4382111","438211","","1","",""
"4382112","438211","","1","",""
"438212","43821","","3","",""
"438213","43821","","3","",""
"438214","43821","","3","",""
"43822","4382","1","1","",""
"438221","43822","1","1","",""
"438222","43822","","1","",""
"439","43","1","2","",""
"43A","43","1","2","",""
"43B","43","1","2","",""
"43B1","43B","2","1","",""
"43B11","43B1","1","1","",""
"43B111","43B11","1","1","",""
"43B12","43B1","1","1","",""
"43B121","43B12","","1","",""
"43B122","43B12","","1","",""
"43B123","43B12","","1","",""
"43B2","43B","1","1","",""
"43B21","43B2","1","1","",""
"43B211","43B21","","1","",""
"43B212","43B21","","1","",""
"43B22","43B2","1","1","",""
"43B221","43B22","","1","",""
"43B222","43B22","","1","",""
"43B23","43B2","1","1","",""
"43B231","43B23","","1","",""
"43B232","43B23","","1","",""
"43B3","43B","2","1","",""
"43B31","43B3","1","1","",""
"43B311","43B31","","1","",""
"43B312","43B31","","1","",""
"43B32","43B3","0","1","",""
"43C","43","1","2","",""
"43C1","43C","1","1","",""
"43C11","43C1","2","1","",""
"43C111","43C11","","2","",""
"43C12","43C1","1","1","",""
"44","4","1","1","",""
"441","44","1","1","",""
"4411","441","2","1","",""
"44111","4411","1","2","",""
"441111","44111","","1","",""
"441112","44111","","1","",""
"44112","4411","","2","",""
"44113","4411","1","2","",""
"441131","44113","","1","",""
"441132","44113","","1","",""
"4412","441","1","1","",""
"44121","4412","1","1","",""
"441211","44121","","1","",""
"44122","4412","1","1","",""
"44123","4412","1","1","",""
"441231","44123","","1","",""
"441232","44123","","1","",""
"4413","441","1","1","",""
"44131","4413","2","1","",""
"441311","44131","1","1","",""
"4413111","441311","","1","",""
"441312","44131","","2","",""
"44132","4413","1","1","",""
"441321","44132","","1","",""
"441322","44132","1","1","",""
"4413221","441322","","1","",""
"4413222","441322","","1","",""
"441323","44132","","1","",""
"44133","4413","1","1","",""
"441331","44133","","1","",""
"441332","44133","","1","",""
"44134","4413","1","1","",""
"441341","44134","","1","",""
"441342","44134","","1","",""
"442","44","1","1","",""
"443","44","0","1","",""
"444","44","1","1","",""
"445","44","1","1","",""
"4451","445","1","1","",""
"44511","4451","1","1","B1","in 1968"
"44512","4451","","1","B1","in 1968"
"44513","4451","2","1","B1","in 1968"
"445131","44513","1","1","",""
"4451311","445131","","1","",""
"445132","44513","1","1","",""
"4451321","445132","","1","",""
"4451322","445132","","1","",""
"445133","44513","1","2","",""
"44514","4451","","1","B1","in 1968"
"4452","445","1","1","",""
"44521","4452","1","1","",""
"445211","44521","1","1","",""
"4452111","445211","","1","",""
"4452112","445211","","1","",""
"445212","44521","1","1","",""
"4452121","445212","","1","",""
"4452122","445212","","1","",""
"4452123","445212","","1","",""
"4453","445","1","1","",""
"44531","4453","1","1","",""
"445311","44531","","1","",""
"445312","44531","","1","",""
"44532","4453","1","1","",""
"445321","44532","","1","",""
"445322","44532","","1","",""
"446","44","0","1","",""
"45","4","0","1","",""
"46","4","0","1","",""
"47","4","1","1","",""
"471","47","1","1","",""
"4711","471","1","1","",""
"47111","4711","2","1","",""
"471111","47111","1","1","",""
"471112","47111","","1","",""
"471113","47111","","2","",""
"471114","47111","","2","",""
"47112","4711","2","1","",""
"471121","47112","1","1","",""
"4711211","471121","","1","",""
"4711212","471121","","1","",""
"471122","47112","1","1","",""
"4711221","471122","","1","",""
"4711222","471122","","1","",""
"471123","47112","","2","",""
"471124","47112","","2","",""
"471125","47112","","2","",""
"47113","4711","1","1","",""
"471131","47113","1","1","",""
"4711311","471131","","1","",""
"4711312","471131","","1","",""
"471132","47113","","1","",""
"471133","47113","1","1","",""
"4711331","471133","","1","",""
"471134","47113","1","1","",""
"4711341","471134","","1","",""
"471135","47113","1","1","",""
"471136","47113","","1","",""
"471137","47113","","1","",""
"47114","4711","1","1","",""
"471141","47114","2","1","B1","August 26, 1996"
"471142","47114","","1","",""
"4712","471","1","1","",""
"47121","4712","2","1","",""
"471211","47121","1","1","C2",""
"4712111","471211","","1","",""
"471212","47121","1","1","C2",""
"4712121","471212","","1","",""
"4712122","471212","","1","",""
"471213","47121","1","1","C2 ",""
"4712131","471213","","1","A1",""
"4712132","471213","","1","A1",""
"471214","47121","","2","",""
"471215","47121","","2","",""
"47122","4712","","1","",""
"47123","4712","1","1","",""
"471231","47123","","1","",""
"471232","47123","1","1","",""
"472","47","1","1","",""
"4721","472","1","1","",""
"47211","4721","3","1","",""
"472111","47211","1","1","",""
"472112","47211","1","1","",""
"4721121","472112","","1","",""
"4721122","472112","","1","",""
"47212","4721","1","1","",""
"47213","4721","1","1","",""
"472131","47213","1","1","",""
"4721311","472131","","1","",""
"4721312","472131","","1","",""
"472132","47213","1","1","",""
"4721321","472132","","1","",""
"4721322","472132","","1","",""
"4722","472","1","1","",""
"47221","4722","1","1","",""
"472211","47221","","1","",""
"472212","47221","","1","",""
"47222","4722","1","1","",""
"472221","47222","","1","",""
"472222","47222","","1","",""
"472223","47222","","1","",""
"472224","47222","","1","",""
"472225","47222","","1","",""
"47223","4722","1","1","",""
"472231","47223","","1","",""
"472232","47223","","1","",""
"472233","47223","","1","",""
"473","47","1","1","",""
"4731","473","1","1","",""
"47311","4731","1","1","",""
"473111","47311","1","1","",""
"47312","4731","","1","",""
"4732","473","2","1","",""
"47321","4732","","1","A1","August 11, 1973"
"4733","473","1","1","",""
"47331","4733","","1","",""
"47332","4733","1","1","",""
"473321","47332","","1","",""
"474","47","1","1","",""
"4741","474","1","1","",""
"47411","4741","1","1","",""
"474111","47411","","1","",""
"474112","47411","","1","",""
"47412","4741","1","1","",""
"474121","47412","","1","",""
"474122","47412","","1","",""
"47413","4741","1","1","",""
"474131","47413","","1","",""
"474132","47413","","1","",""
"4742","474","3","1","",""
"47421","4742","1","1","",""
"474211","47421","","1","",""
"474212","47421","","1","",""
"47422","4742","1","1","",""
"474221","47422","","1","",""
"474222","47422","","1","",""
"474223","47422","","1","",""
"4743","474","1","1","",""
"4744","474","2","1","",""
"47441","4744","1","1","C2","in 2000"
"475","47","1","1","",""
"4751","475","1","1","",""
"47511","4751","","1","",""
"47512","4751","1","1","",""
"475121","47512","","1","",""
"475122","47512","","1","",""
"475123","47512","","1","",""
"47513","4751","1","1","",""
"475131","47513","","1","",""
"475132","47513","","1","",""
"4752","475","1","1","",""
"47521","4752","1","1","",""
"475211","47521","","1","",""
"47522","4752","1","1","",""
"475221","47522","","1","",""
"475222","47522","","1","",""
"4753","475","1","1","",""
"476","47","1","1","",""
"4761","476","1","1","",""
"47611","4761","1","1","C2","February 1997"
"476111","47611","","1","",""
"477","47","0","1","",""
"478","47","1","1","",""
"4781","478","1","1","",""
"47811","4781","1","1","",""
"478111","47811","","1","",""
"478112","47811","","1","",""
"47812","4781","1","1","",""
"478121","47812","","1","",""
"478122","47812","","1","",""
"4782","478","1","1","",""
"47821","4782","1","1","",""
"48","4","1","1","",""
"481","48","1","1","",""
"4811","481","1","1","",""
"48111","4811","1","1","",""
"48112","4811","2","1","",""
"481121","48112","2","1","",""
"4811211","481121","","1","",""
"4811212","481121","","2","",""
"4812","481","1","1","",""
"48121","4812","2","1","",""
"481211","48121","2","1","",""
"4812111","481211","","1","",""
"4812112","481211","","2","",""
"4812113","481211","","2","",""
"481212","48121","1","1","",""
"4812121","481212","","1","",""
"4812122","481212","","1","",""
"4812123","481212","","1","",""
"481213","48121","1","1","",""
"4812131","481213","","1","",""
"4812132","481213","","1","",""
"48122","4812","1","1","",""
"481221","48122","2","1","",""
"4812211","481221","","2","",""
"48123","4812","2","1","",""
"481231","48123","1","1","",""
"4812311","481231","","1","",""
"4812312","481231","","1","",""
"4812313","481231","","1","",""
"4812314","481231","","1","",""
"4812315","481231","","1","",""
"481232","48123","2","1","",""
"4812321","481232","","1","",""
"4812322","481232","","2","",""
"4812323","481232","","2","",""
"481233","48123","1","2","",""
"4812331","481233","","1","",""
"481234","48123","1","2","",""
"4812341","481234","","1","",""
"4812342","481234","","1","",""
"4812343","481234","","1","",""
"481235","48123","1","2","",""
"4812351","481235","","1","",""
"4812352","481235","","1","",""
"48124","4812","1","1","",""
"481241","48124","1","1","",""
"4812411","481241","","1","",""
"4812412","481241","","2","",""
"4812413","481241","","2","",""
"481242","48124","1","1","",""
"4812421","481242","","1","",""
"4812422","481242","","1","",""
"4813","481","2","1","",""
"48131","4813","1","1","",""
"481311","48131","2","1","",""
"4813111","481311","","1","",""
"48131111","4813111","","1","",""
"4813112","481311","","2","",""
"481312","48131","0","1","",""
"4813121","481312","","1","",""
"48131211","4813121","","","",""
"48131212","4813121","","","",""
"4813122","481312","","1","",""
"48132","4813","2","1","",""
"481321","48132","1","1","",""
"4813211","481321","","1","B1",""
"4813212","481321","","1","",""
"481322","48132","1","1","",""
"4813221","481322","","1","",""
"481323","48132","1","1","",""
"481324","48132","","2","",""
"48133","4813","1","1","",""
"4814","481","1","1","",""
"48141","4814","1","1","",""
"481411","48141","","1","",""
"4814111","481411","","1","",""
"481412","48141","","1","",""
"481413","48141","1","1","",""
"4814131","481413","","1","",""
"4814132","481413","","1","",""
"48142","4814","1","1","",""
"481421","48142","","1","",""
"48143","4814","1","1","",""
"481431","48143","1","1","",""
"4814311","481431","","1","",""
"481432","48143","","1","",""
"481433","48143","","1","",""
"4815","481","1","1","",""
